@relation churn-4000-v8_0.25

@attribute CreditScore[g][mv1.5][i] numeric
@attribute Geography[mv2] {France,Spain,Germany}
@attribute Gender[mv1.5] {Female,Male}
@attribute Age[c][mv2][i] numeric
@attribute Tenure[c][mv1.5][i] numeric
@attribute Balance[g][mv2] numeric
@attribute NumOfProducts[m][mv1.5][i] numeric
@attribute HasCrCard[mv2] {0,1}
@attribute IsActiveMember[g][mv1.5] {0,1}
@attribute EstimatedSalary[g][mv2] numeric
@attribute Exited[c][mv2] {0,1}

@data
545,Spain,?,39,?,0,1,?,0,38410.74,1
707,Germany,Female,48,7,?,1,?,1,?,1
?,France,Male,44,?,141252.18,?,0,1,128521.16,1
648,Spain,Female,49,10,0,2,?,1,159835.78,1
744,Spain,Female,46,1,?,3,?,1,177431.59,1
617,?,Female,?,5,?,?,?,0,?,1
779,France,Male,71,?,?,2,?,?,146895.36,1
727,?,?,58,?,106913.43,1,1,0,25881,1
?,France,?,50,9,201009.64,1,?,?,?,1
789,?,Male,37,?,?,1,1,0,121883.87,1
850,?,Female,45,5,?,1,?,?,?,1
?,France,Female,40,?,92055.36,?,0,1,164652.02,1
510,Germany,Female,?,4,?,1,?,0,?,1
?,Spain,Female,28,7,165969.26,?,?,0,156122.13,1
?,France,?,35,2,?,1,1,1,63737.19,1
758,France,?,?,2,95813.76,3,1,?,67944.09,1
624,Germany,?,52,0,133723.43,1,0,0,4859.59,1
657,?,Female,38,?,123770.46,1,?,0,?,1
566,?,?,42,?,0,1,?,0,180702.12,1
711,?,Female,?,2,129022.06,?,?,1,14374.86,1
665,Spain,Female,?,2,156371.61,?,0,1,156774.94,1
644,France,Male,37,6,117271.8,2,?,?,104217.96,1
?,Spain,?,?,2,161807.18,2,0,1,93228.86,1
743,Germany,Male,59,5,108585.35,?,1,1,192127.22,1
713,Germany,Female,38,7,?,?,1,?,?,1
710,Germany,Male,?,2,140080.32,3,1,1,157908.19,1
776,Germany,?,33,8,115130.34,1,?,0,129525.5,1
526,?,Male,?,5,?,1,0,1,159456.87,1
?,Germany,Male,53,1,?,?,?,0,74898.8,1
599,?,Female,39,4,?,1,1,?,194273.2,1
581,France,Female,?,?,122949.14,1,0,0,?,1
705,?,Female,46,4,115518.07,1,0,?,76544.9,1
505,Germany,Female,?,3,106506.77,?,1,0,45445.78,1
691,France,Male,52,3,?,1,1,?,175843.68,1
?,?,Male,60,?,134250.17,?,0,?,153046.16,1
670,France,Male,36,?,0,1,1,0,140754.19,1
432,Germany,Female,45,3,110219.14,1,?,0,43046.7,1
767,Spain,Male,47,5,0,1,1,?,121964.46,1
618,Germany,Female,54,?,118449.21,1,1,1,133573.29,1
?,Germany,?,65,4,120100.41,1,1,0,107563.16,1
752,Spain,Female,35,2,0,1,1,?,44335.54,1
555,France,Female,?,3,105770.7,3,?,0,?,1
401,Germany,?,48,8,128140.17,1,?,?,175753.55,1
651,?,Male,35,0,181821.96,2,0,?,36923.67,1
707,Germany,?,51,?,?,1,0,0,?,1
704,Germany,Male,27,5,147004.34,1,?,0,64381.33,1
657,Germany,Male,40,7,99165.84,?,0,?,?,1
599,Germany,Male,?,1,124737.96,1,?,1,90389.61,1
559,France,?,45,8,24043.45,1,0,1,169781.45,1
642,Germany,Female,?,8,128264.03,1,1,?,?,1
580,?,?,50,?,125647.36,1,?,0,57541.08,1
653,?,Male,?,1,132602.88,1,?,?,5097.67,1
667,?,Female,48,?,97133.92,2,0,0,113316.77,1
550,France,Male,38,9,140278.99,3,1,?,171457.06,1
676,?,Female,48,2,124442.38,1,1,0,15068.53,1
?,Spain,Female,39,3,0,3,1,0,?,1
?,Germany,Male,30,8,168078.83,?,1,0,?,1
373,France,?,42,7,0,1,1,?,77786.37,1
711,?,?,25,5,190066.54,?,0,0,51345.39,1
?,France,?,33,2,146193.6,2,1,1,?,1
739,Spain,Female,41,8,0,1,1,?,?,1
?,Germany,?,?,9,140121.17,1,?,0,11302.7,1
?,Germany,?,37,8,114346.3,1,0,?,?,1
593,Germany,?,62,3,118233.81,1,0,?,24765.53,1
615,France,Male,34,1,83503.11,2,?,1,73124.53,1
599,?,Female,49,10,143888.22,2,?,?,?,1
?,France,?,47,8,0,1,?,1,66408.01,1
756,Germany,Female,39,?,100717.85,?,1,1,73406.04,1
607,Germany,Female,39,8,105103.33,1,1,0,104721.5,1
589,?,Male,?,7,85146.48,?,?,0,?,1
635,Germany,?,?,5,113488.68,1,1,0,95611.74,1
797,France,?,55,10,0,4,?,1,?,1
?,?,Male,51,?,?,1,0,0,177740.58,1
790,?,Female,46,9,0,1,?,?,?,1
732,?,?,45,?,98792.4,1,1,0,81491.7,1
534,?,Female,49,7,0,?,1,0,?,1
494,?,Female,41,2,?,2,?,0,188426.13,1
?,Spain,?,55,?,63127.41,2,1,0,185211.28,1
588,?,Female,48,?,143279.58,2,?,?,?,1
798,Germany,Female,49,5,132571.67,1,?,1,31686.33,1
386,Spain,?,53,1,?,1,1,?,62514.65,1
592,Spain,?,?,6,80285.16,1,1,?,72678.75,1
621,Germany,Male,?,?,141078.37,1,0,0,34580.8,1
600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1
679,France,Female,39,4,?,1,?,?,?,1
539,Spain,Male,?,?,0,1,1,1,152880.07,1
?,?,Female,?,?,0,3,1,0,66926.83,1
688,Spain,Male,?,?,89772.3,?,1,0,177383.68,1
?,Germany,Female,35,?,125884.95,2,?,0,54359.02,1
?,France,Male,26,?,71281.29,1,1,1,108747.12,1
?,Germany,Male,45,7,?,3,1,1,39288.11,1
693,Germany,Male,45,2,116546.59,?,0,0,23140.28,1
758,Germany,Female,?,?,122739.1,1,1,0,102460.84,1
630,France,?,55,?,?,1,1,1,106202.07,1
622,Germany,?,58,7,116922.25,1,?,?,120415.61,1
635,France,Female,?,1,0,1,1,1,?,1
614,Spain,Female,41,7,?,1,0,0,14666.35,1
663,Spain,Female,?,6,?,1,?,1,151317.27,1
706,Germany,Female,?,10,104478.12,3,0,1,158248.71,1
577,Germany,?,?,?,152086.15,1,0,1,?,1
?,France,Female,39,3,0,2,?,?,50560.45,1
?,Germany,Male,53,1,?,1,1,?,72496.05,1
405,France,?,?,10,0,1,?,0,160810.85,1
632,Germany,Male,41,3,126550.7,1,?,0,177644.52,1
706,?,?,?,?,0,3,?,0,?,1
722,France,Female,47,2,88011.4,?,1,?,90655.94,1
?,?,?,54,5,92316.31,?,1,0,158590.66,1
?,France,?,46,6,?,1,0,1,171681.86,1
590,France,Female,?,?,0,2,1,1,?,1
608,France,Female,33,4,0,1,1,0,?,1
?,France,Male,?,5,165282.42,1,1,0,153786.46,1
518,Spain,Male,?,4,0,1,?,?,?,1
?,?,Male,54,3,?,2,1,0,150159.95,1
612,Spain,Male,35,1,0,1,1,?,83256.26,1
729,Germany,?,39,?,?,1,1,1,?,1
781,Germany,?,?,9,82794.18,1,1,0,124720.68,1
542,France,Female,42,1,0,?,1,1,178256.58,1
?,Spain,?,38,0,0,1,1,0,65986.48,1
610,Spain,Female,45,3,0,1,1,?,38276.84,1
?,Spain,Male,43,2,85162.26,1,0,1,5104.08,1
588,Spain,?,22,9,67178.19,1,1,1,163534.75,1
730,Spain,Female,?,?,?,1,?,0,172450.04,1
693,France,Female,38,?,?,2,0,0,78133.48,1
598,Germany,?,38,1,101487.18,?,1,?,75959.1,1
704,Germany,?,39,10,102556.18,2,1,0,171971.25,1
641,Germany,Female,?,2,117306.69,?,?,?,26912.72,1
?,?,Female,55,0,0,?,0,0,?,1
692,France,Male,33,9,0,1,1,0,113505.93,1
477,France,Female,?,?,114023.64,?,?,1,71167.17,1
469,?,?,?,5,?,1,1,0,?,1
753,France,Female,36,7,?,1,1,?,44567.83,1
?,France,Female,38,2,0,?,1,?,146388.85,1
?,Germany,Female,?,9,143930.92,1,0,1,46675.51,1
604,?,?,53,?,121389.78,1,1,1,48201.64,1
721,Germany,Female,45,7,?,1,0,0,59604.45,1
?,?,Male,54,6,0,1,1,0,110273.84,1
802,?,Female,?,7,120145.96,2,0,?,?,1
?,Germany,?,?,?,157138.99,3,1,0,190994.48,1
?,Germany,Female,?,10,146547.78,1,0,1,10072.55,1
?,?,Female,52,0,?,1,1,0,31726.76,1
644,?,Female,?,4,77270.08,2,1,1,115800.1,1
?,?,?,46,?,107850.82,1,1,?,139431,1
741,France,Male,?,6,106036.52,?,1,0,?,1
?,France,?,56,?,0,?,1,?,142400.27,1
750,France,?,36,7,136492.92,3,1,1,26500.29,1
608,?,Female,41,?,89763.84,1,?,?,199304.74,1
633,France,Female,47,0,0,1,1,?,6342.84,1
?,Germany,Male,?,2,108204.52,?,1,0,?,1
745,Germany,Female,?,1,111071.36,1,1,?,73275.96,1
?,Spain,Female,25,3,147386.72,?,1,0,?,1
443,Germany,Male,50,3,117206.3,1,1,0,?,1
750,France,?,37,6,0,1,1,1,117948,1
712,France,Male,36,2,100749.5,3,0,?,70758.37,1
519,Germany,?,?,1,151701.45,3,?,1,170138.68,1
812,Germany,Male,39,5,115730.71,3,1,?,185599.34,1
?,?,Female,46,8,106171.68,?,1,0,163145.5,1
561,Germany,Female,49,?,102025.32,?,1,?,?,1
?,?,Male,?,?,?,?,1,1,60590.72,1
538,France,Female,38,?,88758.95,2,0,0,28226.15,1
619,?,?,40,10,0,1,1,?,147093.84,1
642,?,?,40,6,?,2,0,?,?,1
564,?,Male,40,4,?,1,1,?,?,1
667,France,?,43,?,190227.46,?,?,0,97508.04,1
528,?,Female,36,?,156948.41,?,1,1,149912.28,1
?,France,Female,26,4,?,?,0,0,149814.68,1
622,France,?,30,2,?,3,1,0,142342.55,1
550,?,Male,49,?,?,3,?,0,61446.92,1
816,?,?,38,5,130878.75,?,1,?,71905.77,1
641,France,Female,52,4,0,1,1,0,90964.54,1
670,?,Female,40,3,47364.45,1,?,1,148579.43,1
546,France,?,34,?,165363.31,?,?,1,?,1
?,Germany,?,?,9,161450.03,?,1,?,96961,1
705,France,Female,?,10,?,?,1,?,?,1
?,?,Female,36,8,0,2,1,1,?,1
738,?,Male,44,?,0,?,1,?,43018.82,1
657,Spain,?,?,6,0,3,0,1,?,1
454,Germany,?,?,10,92895.56,1,?,?,154344,1
?,?,Male,39,?,135309.36,1,?,0,31728.86,1
612,Germany,Female,62,?,140745.33,1,1,0,193437.89,1
681,Germany,?,44,?,?,2,0,?,24208.84,1
634,?,Male,31,9,108632.48,?,1,?,179485.96,1
655,Germany,?,41,8,125561.97,1,0,0,164040.94,1
748,France,Female,?,7,29602.08,1,0,0,163550.58,1
513,France,Female,45,0,164649.52,?,1,?,49915.52,1
697,Germany,Female,38,?,?,1,1,1,?,1
?,France,?,55,8,116973.26,3,?,0,122066.5,1
?,Spain,Male,24,3,114739.92,1,1,?,85891.02,1
?,Germany,Male,?,5,62389.03,3,1,0,148623.43,1
604,France,Male,53,8,?,1,?,0,190998.96,1
762,Germany,Male,46,6,?,3,0,?,57014.17,1
436,Germany,Male,45,?,104339.11,?,?,1,183540.22,1
?,Germany,Female,46,8,119492.88,2,0,1,166896.01,1
700,France,Male,46,5,95872.86,1,1,?,98273.01,1
586,France,Female,43,8,132558.26,?,1,0,67046.83,1
?,Germany,Male,45,?,108924.33,2,1,0,84300.4,1
546,?,Female,45,2,0,1,?,0,197789.83,1
?,Spain,Female,29,1,?,1,1,?,?,1
?,?,Female,58,9,0,2,?,0,119071.56,1
763,Germany,Female,?,1,108465.65,2,1,0,60552.44,1
616,Germany,Female,28,10,?,?,0,1,?,1
651,Germany,Male,40,1,134760.21,2,0,0,?,1
466,Germany,Female,47,5,102085.72,?,1,1,?,1
785,France,Female,39,1,130147.98,1,1,0,163798.41,1
?,France,?,57,6,0,2,0,?,?,1
725,?,?,47,?,104887.43,1,0,0,86622.56,1
724,Spain,Female,41,4,142880.28,3,0,0,?,1
651,France,Male,44,2,0,3,?,0,102530.35,1
?,France,Male,60,?,?,1,1,0,120257.7,1
799,Germany,?,31,?,154586.92,1,0,?,?,1
576,Germany,Male,?,3,148843.56,?,1,0,69414.13,1
664,Spain,Male,44,7,77526.66,3,0,0,57338.56,1
517,Germany,Male,53,?,109172.88,?,1,0,54676.1,1
697,France,Male,32,7,175464.85,3,1,0,116442.42,1
781,?,Female,48,0,?,1,1,0,?,1
627,Germany,Female,39,5,124586.93,?,1,0,93132.61,1
646,Spain,Male,25,5,?,2,1,1,?,1
?,?,Female,35,8,0,1,1,?,?,1
?,France,Female,?,4,0,1,1,0,185580.89,1
?,France,Female,37,8,0,2,1,0,191557.1,1
505,?,Female,?,2,?,1,0,1,174123.16,1
598,France,Female,43,5,0,3,1,?,100722.72,1
?,France,?,29,4,85646.81,1,0,0,?,1
?,?,Male,55,?,?,1,0,1,?,1
815,France,?,45,7,?,1,0,1,52885.23,1
365,Germany,Male,?,?,127760.07,1,1,0,81537.85,1
420,?,Female,?,4,91893.32,?,?,0,144870.28,1
?,Germany,?,46,?,?,4,1,?,?,1
605,?,?,57,?,0,3,1,0,?,1
?,Germany,Female,42,0,132002.7,1,0,1,28204.98,1
532,?,Male,52,3,110791.97,?,?,0,148704.77,1
?,Spain,Male,27,10,0,?,0,0,94620,1
768,?,Male,48,3,122831.58,1,?,1,24533.89,1
732,Germany,Female,48,4,102962.62,1,?,0,120852.85,1
606,?,Male,36,1,155655.46,1,1,?,?,1
?,?,Female,?,?,159203.71,1,1,1,102517.83,1
?,?,?,45,3,?,?,1,1,184474.15,1
575,?,?,52,8,?,?,?,0,111342.66,1
668,France,Female,?,2,0,3,1,?,89048.46,1
742,Germany,?,?,?,92805.72,1,0,1,73743.95,1
771,Spain,Male,45,0,?,1,?,?,?,1
585,France,Male,55,10,106415.57,3,1,1,?,1
685,Germany,Female,44,2,119657.53,1,?,0,145387.05,1
599,Germany,Male,46,9,123444.72,?,1,1,?,1
724,Germany,?,48,6,?,2,1,1,80552.11,1
644,?,Male,48,8,0,2,0,1,44965.54,1
561,France,Male,43,4,0,4,?,0,18522.91,1
664,Germany,Female,?,5,127421.78,2,?,0,108876.75,1
715,France,Male,41,?,94267.9,1,?,1,152821.12,1
658,France,?,40,7,140596.95,1,0,1,135459.02,1
510,Germany,?,?,0,?,1,1,0,33099.41,1
642,Germany,Female,?,6,103244.86,2,1,0,143049.72,1
672,France,Male,?,8,170008.84,1,?,0,56407.42,1
584,Germany,?,30,8,112013.81,1,1,0,177772.03,1
593,Germany,?,?,3,133903.12,?,1,1,?,1
650,Spain,Female,30,6,0,1,0,0,67997.13,1
688,Spain,Female,33,2,0,1,?,?,27557.18,1
678,France,?,?,7,?,1,0,?,?,1
497,Germany,Female,32,8,111537.23,4,?,1,9497.99,1
716,Germany,Female,39,?,?,1,?,0,43527.4,1
669,France,Male,?,1,?,1,?,0,37543.93,1
622,Germany,?,52,?,111973.97,1,1,?,162756.29,1
533,Germany,Male,51,6,127545.56,2,0,0,79559.02,1
753,Germany,?,?,3,111512.75,?,1,?,159576.75,1
635,?,?,65,5,117325.54,?,1,0,155799.86,1
850,France,Male,31,?,67996.23,?,0,0,?,1
750,?,Female,?,?,107467.56,1,1,0,126233.18,1
704,Germany,Female,24,?,113034.22,1,1,0,?,1
602,Germany,Female,?,8,?,1,1,0,197861.16,1
684,?,Female,?,3,?,3,1,0,?,1
661,?,Male,37,7,?,2,?,0,115037.67,1
580,?,Male,38,9,115442.19,2,1,0,128481.5,1
434,Spain,Male,55,6,?,1,0,1,?,1
660,?,Female,48,0,?,2,0,1,187604.97,1
651,Germany,Male,35,8,110067.71,?,1,0,?,1
811,Germany,Male,52,10,76915.4,1,0,?,146359.81,1
?,France,Male,32,?,127785.17,?,0,0,184464.7,1
655,?,?,?,7,118028.35,1,?,0,?,1
619,France,?,44,3,116967.68,1,1,0,5075.17,1
?,Spain,Female,50,5,0,4,1,1,?,1
588,France,?,36,2,0,?,1,0,?,1
?,Germany,?,54,6,115988.86,1,1,0,57553.98,1
749,?,?,?,9,66582.81,1,1,?,?,1
?,Germany,Male,37,?,116509.99,1,1,1,149517.71,1
700,Germany,Female,?,?,137648.41,?,1,0,?,1
629,Germany,?,45,7,129818.39,3,?,?,9217.55,1
637,France,?,63,?,0,1,1,0,28092.77,1
?,Germany,?,40,0,140306.38,?,1,0,?,1
?,?,?,44,2,113063.83,1,0,0,53072.49,1
694,Germany,?,?,6,109052.59,?,1,?,19448.93,1
626,Spain,Female,?,8,?,3,0,1,104502.02,1
?,France,Male,41,?,138937.35,1,1,1,?,1
580,Germany,Male,?,?,133811.78,1,?,?,17185.95,1
731,Germany,Female,21,?,?,1,1,0,106663.46,1
634,France,?,45,?,0,4,1,0,101039.53,1
736,?,Male,50,?,116309.01,?,?,0,185360.4,1
731,Spain,?,40,5,?,1,1,1,159718.27,1
?,France,Female,48,3,147341.43,?,1,1,157458.61,1
670,Spain,Female,57,3,?,2,1,0,99061.75,1
804,France,Female,50,4,0,1,1,1,?,1
?,France,Male,42,2,139561.46,?,?,0,43435.43,1
576,?,?,24,3,0,1,?,1,78498.04,1
805,France,Male,46,?,118022.06,3,1,0,162643.15,1
?,?,?,?,?,107906.75,?,1,0,168886.39,1
692,Germany,Male,45,6,142084.04,4,?,0,188305.85,1
601,Germany,Female,48,8,?,1,1,0,63940.68,1
610,Germany,?,50,1,113957.01,2,1,?,?,1
?,Spain,Male,38,8,?,?,?,?,66580.13,1
737,Spain,Female,?,7,130051.66,2,0,0,?,1
478,Spain,Male,48,?,83287.05,?,0,1,44147.95,1
?,?,Male,28,3,?,?,1,0,104889.2,1
775,France,Male,52,8,109922.61,?,1,1,96823.32,1
659,France,Male,29,?,?,1,1,1,?,1
587,Germany,Female,44,5,125584.17,2,1,?,?,1
?,?,?,49,?,0,1,1,1,?,1
555,France,Male,?,5,0,3,1,0,189122.89,1
668,France,Female,?,10,110240.04,1,0,0,183980.56,1
772,Germany,?,48,?,?,1,1,?,184564.67,1
525,?,Female,47,6,118560,1,1,0,?,1
678,?,?,?,10,117738.81,1,1,0,147489.76,1
627,Spain,?,55,6,0,?,0,?,?,1
608,?,Female,62,8,?,1,?,?,175836.03,1
713,France,Female,52,0,185891.54,1,1,1,46369.57,1
667,France,Male,?,?,0,?,0,1,?,1
?,Germany,Female,?,1,?,?,0,?,36687.11,1
666,?,Male,51,2,?,1,0,0,156953.54,1
?,France,Female,31,3,?,?,0,0,?,1
850,Germany,Female,36,6,?,1,1,0,?,1
661,Spain,Female,42,?,75361.44,?,1,?,27608.12,1
769,Germany,Male,34,7,115101.5,1,?,0,57841.89,1
520,France,Male,49,5,?,1,1,0,?,1
608,?,?,63,3,139529.93,2,?,1,175696.16,1
555,Germany,?,?,9,138214.5,1,1,?,?,1
598,Germany,Male,?,8,?,?,?,0,60192.14,1
681,Germany,Male,49,?,142946.18,1,0,0,?,1
?,Spain,Male,36,8,188241.05,2,0,?,183058.51,1
648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1
636,?,Female,48,?,?,1,1,0,190160.04,1
555,Germany,Male,42,6,107104.5,?,1,1,41304.44,1
850,France,Female,35,1,?,?,1,0,188574.12,1
561,?,Female,27,9,135637,1,1,0,153080.4,1
678,Germany,?,55,4,?,1,1,1,184125.1,1
738,Germany,Female,29,?,139106.19,1,1,0,141872.05,1
602,France,Female,?,?,0,?,0,?,169921.11,1
632,France,Female,40,9,?,1,1,0,93702.96,1
675,Germany,Female,33,0,?,1,1,0,64815.05,1
619,Germany,Female,42,8,132796.04,3,?,1,?,1
637,?,Male,?,1,135645.29,?,?,1,101382.86,1
757,Germany,?,43,5,?,?,1,1,3497.43,1
712,Spain,Male,?,9,0,1,1,1,117977.45,1
?,Germany,Female,46,?,131769.04,?,0,?,184980.23,1
745,Germany,Male,?,10,117231.63,3,?,1,122381.02,1
826,France,Female,49,?,0,?,0,0,?,1
789,Germany,Female,?,6,?,1,1,1,71121.04,1
589,France,Male,38,4,0,1,?,?,95483.48,1
598,?,Female,40,9,?,1,1,0,68462.59,1
631,France,Male,33,7,?,1,1,1,?,1
847,Germany,Female,41,?,101543.51,4,1,0,16025.17,1
754,Spain,?,39,7,157691.98,2,1,0,133600.89,1
569,Spain,?,51,3,0,3,1,0,75084.96,1
?,Spain,Male,52,3,96196.24,4,1,0,?,1
672,France,Female,?,1,0,1,1,0,12106.82,1
658,?,?,31,?,36566.96,?,1,0,103644.98,1
479,?,?,51,1,107714.74,3,1,0,86128.21,1
473,France,Female,39,9,?,2,?,1,?,1
?,Spain,Male,?,1,109876.82,2,1,?,83611.45,1
832,?,Male,61,2,0,1,?,1,?,1
684,Germany,Female,56,3,?,3,1,?,80593.49,1
807,France,Male,43,?,105799.32,?,?,?,?,1
584,?,Female,66,?,0,1,1,0,49553.38,1
663,Spain,?,58,?,216109.88,?,?,1,74176.71,1
760,?,Male,38,6,?,1,?,0,91098.76,1
659,?,Male,60,2,0,?,1,0,?,1
675,France,?,38,1,104016.88,1,0,?,22068.83,1
498,?,Male,42,3,152039.7,?,?,1,53445.17,1
505,Spain,Female,45,?,131355.3,?,?,0,?,1
?,Germany,Female,60,5,138597.54,?,1,1,?,1
677,?,Male,?,3,126729.41,1,1,1,?,1
651,Germany,Male,29,3,121890.06,1,1,0,54530.51,1
542,France,Male,39,3,135096.77,1,1,1,14353.43,1
?,Germany,Male,59,?,104568.41,1,1,0,?,1
?,France,Male,53,6,?,?,0,0,191521.32,1
603,Germany,Female,55,?,127723.25,2,?,0,139469.11,1
734,France,Female,54,3,?,?,1,?,130805.54,1
646,?,Male,50,0,?,2,1,0,?,1
438,Germany,Male,59,?,127197.14,?,1,?,51565.98,1
?,France,?,45,9,104930.38,1,1,?,?,1
?,Germany,?,24,2,?,2,0,0,162699.7,1
?,Germany,Female,47,2,103108.8,?,0,1,166475.44,1
564,?,Female,?,3,111760.4,?,?,1,?,1
432,France,Male,?,?,152603.45,1,1,0,110265.24,1
651,?,Female,45,?,86714.06,?,1,0,85869.89,1
?,France,Female,54,3,?,?,1,1,70196.23,1
615,Germany,Male,?,?,72309.3,1,?,1,85687.09,1
479,France,Female,33,2,208165.53,1,0,?,?,1
662,Spain,Female,?,4,90350.77,1,1,?,75884.65,1
615,Spain,Male,61,9,0,2,1,0,150227.85,1
?,France,?,55,7,118793.6,?,?,?,95022.02,1
768,France,Female,26,5,51116.26,1,?,1,70454.79,1
491,Germany,Female,57,4,112044.72,1,1,?,?,1
?,France,Female,47,9,122031.55,1,1,?,33823.5,1
478,France,?,?,?,171913.87,1,1,0,51820.87,1
?,Germany,Male,50,8,121438.58,1,1,1,?,1
755,?,Male,43,6,165048.5,?,?,?,16929.41,1
537,?,Female,37,7,?,4,1,1,117690.58,1
850,Spain,Female,53,7,?,2,?,0,182633.63,1
?,Spain,Female,?,8,?,1,1,0,142783.98,1
?,Spain,Female,51,?,?,?,1,?,?,1
?,France,Male,57,?,0,?,1,0,33676.48,1
?,France,Female,32,2,172448.77,1,1,0,188083.77,1
747,Spain,Male,41,9,0,1,1,0,32430.94,1
640,Germany,Male,?,9,131607.28,4,?,1,6981.43,1
651,?,Male,45,?,0,?,1,0,67740.08,1
847,France,Male,?,5,97565.74,1,0,0,?,1
554,?,?,51,7,105701.91,1,0,1,179797.79,1
?,Germany,Female,35,?,163700.78,?,1,1,?,1
?,Spain,Male,33,?,0,1,?,0,?,1
609,?,Male,?,?,?,3,1,1,184524.65,1
678,?,Female,?,5,0,1,?,1,196794.11,1
549,Germany,Female,55,1,137592.31,?,0,1,116548.02,1
701,France,Male,40,5,169742.64,1,1,1,153537.55,1
769,Germany,Male,?,9,148846.39,?,1,0,?,1
?,France,Female,56,?,156974.26,1,1,?,89405.26,1
428,Germany,Female,40,?,129248.11,2,1,0,72876.43,1
687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
490,France,?,40,1,?,1,1,1,?,1
778,Germany,Female,37,0,105617.73,?,1,1,133699.82,1
659,?,Female,50,3,0,?,1,0,183399.12,1
598,?,Female,?,2,171178.25,1,1,0,?,1
697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1
?,Germany,Female,59,?,?,2,1,0,?,1
523,France,Female,73,?,0,2,0,0,?,1
769,?,?,34,7,137239.17,1,1,?,71379.92,1
646,?,?,42,3,?,2,?,0,67124.48,1
569,?,Male,35,?,109196.66,3,1,?,109393.19,1
487,?,Female,61,?,110368.03,?,0,?,11384.45,1
?,France,Male,39,1,?,?,1,0,171060.01,1
707,?,Female,52,7,0,1,?,0,?,1
516,France,Male,?,9,0,1,1,0,142680.64,1
790,France,Female,?,10,?,1,?,1,16119.96,1
750,Germany,Male,40,5,?,3,1,0,20451.99,1
622,?,Female,34,7,98675.74,1,1,?,138906.85,1
831,Germany,Male,44,3,?,1,1,1,28144.07,1
640,France,?,?,?,68432.45,2,1,1,112503.24,1
729,France,?,?,4,140549.4,1,1,0,30990.16,1
?,Germany,Female,36,5,?,1,1,?,194072.56,1
750,?,Female,?,7,121376.15,?,?,?,?,1
?,Germany,Male,?,3,144962.74,1,?,?,58844.84,1
?,?,?,38,1,114141.64,?,1,1,?,1
638,Germany,Female,?,5,129335.65,?,?,?,?,1
?,Germany,Female,44,6,146498.76,1,1,0,64853.51,1
587,Germany,Male,?,5,121863.61,1,1,?,23481.69,1
725,Germany,Male,45,8,116917.07,1,0,?,173464.43,1
574,Spain,Male,36,4,77967.5,1,1,0,?,1
754,?,Female,48,7,141819.02,?,1,0,93550.53,1
732,?,Female,36,9,0,1,0,0,3749,1
727,Spain,Male,43,?,97403.18,1,1,1,107415.02,1
763,?,Male,42,6,?,1,1,?,33462.94,1
678,France,Male,60,8,185648.56,?,0,?,192156.54,1
?,Spain,Male,42,2,178820.91,?,0,0,29358.57,1
756,France,Male,60,?,0,1,1,1,166513.49,1
850,France,Male,61,?,0,1,?,0,?,1
598,France,Female,?,9,?,1,0,?,13181.37,1
787,Germany,?,43,?,132217.45,1,1,0,20955.03,1
579,Germany,?,39,?,117833.3,3,0,0,5831,1
?,?,Female,58,?,119024.75,2,1,?,35199.24,1
599,?,Male,50,3,?,?,0,?,4033.39,1
551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
760,France,Male,?,?,0,1,0,0,32863.24,1
603,France,Male,?,7,?,1,?,?,198055.94,1
785,Germany,?,?,3,?,?,0,1,52583.79,1
629,France,Female,37,10,99546.25,3,0,1,25136.95,1
650,France,Female,?,7,142028.36,1,1,0,32275.09,1
?,Spain,Male,30,6,?,1,1,1,?,1
?,France,Female,35,3,99587.43,?,1,1,1713.1,1
835,?,Female,47,5,?,?,1,1,45859.55,1
811,?,?,46,9,180226.24,1,1,0,13464.64,1
664,?,Male,46,?,0,?,1,1,177423.02,1
590,?,?,?,0,64345.21,1,0,1,61759.33,1
820,Germany,Male,39,9,?,?,1,0,16770.31,1
?,Germany,Male,?,6,?,1,0,0,83983.39,1
698,?,Male,48,4,101238.24,?,0,1,177815.87,1
748,France,Male,60,0,152335.7,1,1,0,126743.33,1
704,?,Female,?,1,124640.51,1,?,0,116511.12,1
740,Germany,?,40,?,114318.78,?,1,0,?,1
?,France,?,?,1,148600.91,?,1,0,?,1
